sID,sentence,top_label,label,class_name,sentence_ru
6062,"i need money, i'm so poor.",Financial Problem,5,finance,"мне нужны деньги, я такой бедный."
6063,I'm now not going to have a car for about a week so that sucks.,Other,6,unknown,"У меня теперь не будет машины примерно неделю, так что это отстой."
6064,My money situation is grim and scary.,Financial Problem,5,finance,Моя финансовая ситуация мрачна и пугающая.
6065,"I want to call into work sick tomorrow so badly and take a day to recoup, but I can't afford to, and that just makes it all the worse.",Work,1,work,"Я так сильно хочу завтра прийти на работу по болезни и потратить день на восстановление сил, но не могу себе этого позволить, и от этого становится только хуже."
6066,"Because of this, we've been very poor.",Financial Problem,5,finance,Из-за этого мы были очень бедны.
6067,The financial part of it all is crappy because I am basically getting nothing for my old car.,Financial Problem,5,finance,"Финансовая часть всего этого дрянная, потому что за свою старую машину я практически ничего не получаю."
6068,"i already had to cancel my classes tomorrow, which is no good for a poor teacher like me.",Work,1,work,"завтра мне уже пришлось отменить занятия, а это нехорошо для такого бедного учителя, как я."
6069,"Ive just been bombarded by so much work, my pap is really not doing well, and i thought one of my closest friends was upset at me.",Work,1,work,"Меня просто завалило таким большим количеством работы, у моего отца действительно дела идут неважно, и я думал, что один из моих самых близких друзей расстроился из-за меня."
6070,"Lately, work has made me so tired that I don't even have time to get undressed..",Work,1,work,"В последнее время работа меня так утомила, что даже раздеться не успеваю.."
6071,"Classes are tough, i haven't got a job yet. no income of money.",School,1,work,"Уроки тяжелые, у меня еще нет работы. нет поступления денег."
6072,I found out my dad Is losing his job.,Family Issues,2,family,"Я узнал, что мой отец теряет работу."
6073,Money is tight though and I have to pay off these stupid student loans.,Financial Problem,5,finance,"Однако с деньгами туго, и мне приходится выплачивать эти дурацкие студенческие кредиты."
6074,i dont get paid enough to suffer this much.,Work,1,work,"мне недостаточно платят, чтобы я так страдал."
6075,"my family is so broke rite now that they cant even afford to pay for our van's registration and inspection, so pretty much i am fuct.",Financial Problem,5,finance,"Моя семья сейчас настолько нарушила обряды, что не может позволить себе даже заплатить за регистрацию и осмотр нашего фургона, так что я почти в порядке."
6076,"Its sucks im so worried because i cant afford the art book and the mid term is next thursday, stupid money.",Financial Problem,5,finance,"Это отстой, я так волнуюсь, потому что не могу позволить себе книгу по искусству, а промежуточный срок - следующий четверг, дурацкие деньги."
6077,I'm almost positive that my parents aren't going to get along all next weekend and that my house is going to be a hell hole.,Family Issues,2,family,"Я почти уверен, что мои родители не будут ладить все следующие выходные и что мой дом превратится в адскую дыру."
6078,I just can't take this problem speech anymore and my boss is a bit annoyed by it.,Work,1,work,"Я просто не могу больше выносить эту проблемную речь, и моего босса она немного раздражает."
6079,I have decided that I need to be making more money.,Financial Problem,5,finance,"Я решил, что мне нужно зарабатывать больше денег."
6080,"well work is going to suck the next couple weeks or should i say my paycheck, I am sceduled two days the next two weeks, how much does that suck.",Work,1,work,"ну, работа будет отстойной в следующие пару недель, или, лучше сказать, моя зарплата, у меня запланировано два дня в следующие две недели, насколько это отстой."
6081,Need to earn more money. somehow,Financial Problem,5,finance,Нужно зарабатывать больше денег. как-то
6082,He made everyone in debt and he couldn't walk.,Financial Problem,5,finance,Он всех задолжал и не мог ходить.
6083,"I wish I could work more hours, I'm desperate for money.",Financial Problem,5,finance,"Я бы хотел работать больше часов, я отчаянно нуждаюсь в деньгах."
6084,"Additionally money is a really big issue, and it keeps making me soo tense.",Financial Problem,5,finance,"Кроме того, деньги — это действительно большая проблема, и они постоянно меня напрягают."
6085,"oh, i dont get paid til oct 3rd, and too bad i have a car payment due four days before that.",Financial Problem,5,finance,"ох, мне не заплатят до 3 октября, и очень жаль, что мне нужно заплатить за машину за четыре дня до этого."
6086,"It's compounded by feeling like Work is pretty much pointless and stressful, and that I get hardly any free time any more.",Work,1,work,"Это усугубляется ощущением, что работа практически бессмысленна и напряжена, и что у меня почти нет свободного времени."
6087,oh well i need more money.,Financial Problem,5,finance,"ох, мне нужно больше денег."
6088,Ulta isn't making enough money so they are cutting back on hours majorly.,Work,1,work,"Ulta не зарабатывает достаточно денег, поэтому они значительно сокращают часы."
6089,"So, those who work expect to get paid, but they cant pay them becuase theres not enough money generated to pay all these employees sitting around.",Financial Problem,5,finance,"Итак, те, кто работает, ожидают, что им заплатят, но они не могут их заплатить, потому что собранных денег недостаточно, чтобы заплатить всем этим сидящим без дела сотрудникам."
6090,i need someway to get more money.,Financial Problem,5,finance,мне нужно как-то получить больше денег.
6091,THERE WAS A MIS COMMUNICATION OF SOME SORTS AND WE DIDN'T PAY OUR PHONE BILL AND THE PHONE COMPANY CUT IT OFF FOR A WEEK!,Financial Problem,5,finance,"ПРОИЗОШЛА НЕКОТОРАЯ НЕПРАВИЛЬНАЯ СВЯЗЬ, И МЫ НЕ ПЛАТИЛИ НАШ ТЕЛЕФОННЫЙ СЧЕТ, И ТЕЛЕФОННАЯ КОМПАНИЯ ОТКЛЮЧИЛА ЕГО НА НЕДЕЛЮ!"
6092,"It takes a lot for me to say something is unbearable, and this week has been nearly unbearable.",Emotional Turmoil,6,unknown,"Мне нужно много времени, чтобы сказать, что что-то невыносимо, а эта неделя была почти невыносимой."
6093,damn my lack of money.,Financial Problem,5,finance,"блин, у меня нет денег."
6094,There is so much shame attached to money in my family.,Family Issues,2,family,В моей семье так много стыда связано с деньгами.
6095,"We didn't have enough money in the first place so, what the fuck is your problem old man?",Financial Problem,5,finance,"Во-первых, у нас не было достаточно денег, так в чем, черт возьми, твоя проблема, старик?"
6096,"It's so frustrating, because you have to pay them so much money, just so they'll take your money.",Financial Problem,5,finance,"Это так неприятно, потому что вам приходится платить им столько денег только для того, чтобы они забрали ваши деньги."
6097,"Besides we are moving that weekend and I am going to be flat broke from paying two months rent and frankly, I don't want to drive to AR.",Everyday Decision Making,6,unknown,"Кроме того, на этих выходных мы переезжаем, и я останусь без денег из-за оплаты двухмесячной аренды, и, честно говоря, я не хочу ехать в AR."
6098,"It's shitty. also, not to mention the no money and ability to do anything cause of my huge amounts of debt.",Financial Problem,5,finance,"Это дерьмо. Кроме того, не говоря уже об отсутствии денег и возможности что-либо сделать из-за моих огромных долгов."
6099,It sucks being in a financial slump.,Financial Problem,5,finance,Плохо находиться в финансовом кризисе.
6100,"In the second year, Del wasn't able to get my gift in on time because of a family sadness.",Social Relationships,4,friends,На втором курсе Дел не смог доставить мой подарок вовремя из-за семейной печали.
6101,"I hate looking for jobs, I ruined my credentials and theres nothing to consider about me.",Work,1,work,"Я ненавижу искать работу, я испортил свои полномочия, и обо мне нечего думать."
6102,"This week, however, has turned into one hell of a crazy week with everything piling up and my not have enough time.",Other,6,unknown,"Однако эта неделя превратилась в чертовски сумасшедшую неделю: всего накопилось, а времени не хватает."
6103,"it seems like this year is goin by so slow, and i have a shit job, so that doesnt help.",Work,1,work,"Кажется, этот год проходит так медленно, а у меня дерьмовая работа, так что это не помогает."
6104,money is tight in these parts.,Financial Problem,5,finance,с деньгами в этих краях туго.
6105,I couldn't really afford proper meals all the time and they take a lot of time to make and here's a lot of waste when cooking for one.,Other,6,unknown,"Я не мог позволить себе постоянно питаться правильно, а на их приготовление уходит много времени, а приготовление одного блюда приводит к большим потерям."
6106,How utterly poor I am and how debt is ruining my life 2.,Financial Problem,5,finance,Насколько я крайне беден и как долги разрушают мою жизнь 2.
6107,I have waaay too many bills to pay and not nearly enough money to cover them.,Financial Problem,5,finance,"У меня слишком много счетов, которые нужно оплатить, и недостаточно денег, чтобы их покрыть."
6108,Now i HAVE to get a job asap to help with my payments.,Financial Problem,5,finance,"Теперь мне НУЖНО как можно скорее устроиться на работу, чтобы помочь с выплатами."
6109,"I'm really not liking my job, I'm extremely in debt.",Work,1,work,"Мне действительно не нравится моя работа, я по уши в долгах."
6110,I'm tired of working so hard and not having enough money to do anything.,Financial Problem,5,finance,"Я устал так много работать и не иметь достаточно денег, чтобы что-либо сделать."
6111,I'm so stressed out.. I can't pay my rent.. cause i'm not working over time..,Financial Problem,5,finance,Я в таком стрессе.. Я не могу платить за аренду.. потому что не работаю в течение длительного времени..
6112,I'm so tired of the stress of keeping after a landlord with no ethics.,Social Relationships,4,friends,"Я так устал от стресса, связанного с преследованием домовладельца, лишенного этики."
6113,"Problem is, it's Christmas season, and I have to withdraw some money for presents.",Financial Problem,5,finance,"Проблема в том, что сейчас рождественский сезон, и мне нужно снять немного денег на подарки."
6114,This stupid money situation is coming down on me pretty hard right now.,Financial Problem,5,finance,Эта дурацкая ситуация с деньгами сейчас очень тяжело обрушивается на меня.
6115,I didn't go shopping because I don't have a lot of money.,Financial Problem,5,finance,"Я не ходил по магазинам, потому что у меня мало денег."
6116,I so don't get paid enough.,Other,6,unknown,Мне так мало платят.
6117,"On their lives, they could not count enough cash to pay the bill.",Financial Problem,5,finance,"За свою жизнь они не смогли насчитать достаточно денег, чтобы оплатить счет."
6118,John isn't cooperating in the lease break and I'm so in debt that I don't know where to start.,Financial Problem,5,finance,"Джон не участвует в перерыве в аренде, а я настолько в долгах, что не знаю, с чего начать."
6119,It's weird to be done so early but we are poor so I did not have much to buy.,Financial Problem,5,finance,"Странно, что мы закончили так рано, но мы бедны, поэтому мне особо нечего было купить."
6120,"Work takes up so much time, though, and my finances are so tight because of my expenses, that i feel like my life is, at this point, an investment.",Financial Problem,5,finance,"Однако работа отнимает так много времени, а мои финансы настолько ограничены из-за моих расходов, что я чувствую, что моя жизнь на данный момент является инвестицией."
6122,I didn't get money for the summer semester so its been rough the last few months.,School,1,work,"У меня не было денег на летний семестр, поэтому последние несколько месяцев были тяжелыми."
6123,"Financially, things are VERY tight.",Financial Problem,5,finance,В финансовом отношении дела ОЧЕНЬ тугие.
6124,"Her job is really bad, and then on top of that all this family trouble.",Work,1,work,"У нее очень плохая работа, да еще и все эти семейные проблемы."
6125,being so tight on money also made their realtionship hard.,Financial Problem,5,finance,"из-за того, что им не хватало денег, их взаимоотношения усложнялись."
6126,Those people are so badly paid that they have no investment in their job.,Work,1,work,"Этим людям настолько плохо платят, что они не инвестируют в свою работу."
6127,I also had no money so i couldn't really buy much. here,Financial Problem,5,finance,"У меня также не было денег, поэтому я не мог купить много. здесь"
6128,I need to give it a serious thought cause this new job is just shitting me and I'm not getting the money that I thought I would.,Work,1,work,"Мне нужно серьезно об этом подумать, потому что эта новая работа меня просто раздражает, и я не получаю тех денег, на которые рассчитывал."
6130,"I mean, I registered with the DSS and they planned out every hour of my weekend this past week, and it just doesn't work.",Other,6,unknown,"Я имею в виду, я зарегистрировался в DSS, и они распланировали каждый час моих выходных на прошлой неделе, и это просто не работает."
6132,oh well..I need money because im broke.,Financial Problem,5,finance,"ну ладно... мне нужны деньги, потому что я сломался."
6133,"In other words, I am BROKE. I have no money.",Financial Problem,5,finance,"Другими словами, я СЛОМАН. У меня нет денег."
6134,"I need to get that job, I need to get the money, and I need to get out.",Financial Problem,5,finance,"Мне нужно получить эту работу, мне нужно получить деньги, и мне нужно уйти."
6135,It pretty much sucks because I need money to pay my bills.,Financial Problem,5,finance,"Это отстой, потому что мне нужны деньги, чтобы оплатить счета."
6136,third i scared her boyfriend so he refuses to let me move in with them.,Social Relationships,4,friends,"в-третьих, я напугал ее парня, и он отказался позволить мне переехать к ним."
6137,My family drives me crazy,Family Issues,2,family,Моя семья сводит меня с ума
6138,"I hate how emotional I get on my period, it makes me crazy.",Emotional Turmoil,6,unknown,"Я ненавижу то, насколько эмоциональной я становлюсь во время менструации, это сводит меня с ума."
6139,"Sorry, Brian, but I'm so sick of hearing it from my parents, I get a little defensive",Family Issues,2,family,"Прости, Брайан, но мне так надоело слышать это от родителей, что я начинаю защищаться."
6140,i still have issues with fitting in and my parents are fighting like crazy still and my father is incredibly abusive and controlling.,Family Issues,2,family,"У меня все еще есть проблемы с приспособлением, мои родители все еще ссорятся как сумасшедшие, а мой отец невероятно жестокий и контролирующий."
6141,"I make my children cry, I'm losing patients every day, and to be honest, I'm starting to suspect even you guys don't enjoy spending time with me.",Family Issues,2,family,"Я заставляю своих детей плакать, я теряю пациентов каждый день, и, честно говоря, я начинаю подозревать, что даже вам, ребята, не нравится проводить со мной время."
6142,"when my grandpa died, i felt terrible.",Family Issues,2,family,"когда умер мой дедушка, я чувствовал себя ужасно."
6143,"It's going to be a fraught weekend as Dad does not enjoy seeing his relatives, particuarly his mother.",Family Issues,2,family,"Это будут трудные выходные, поскольку папе не нравится видеться со своими родственниками, особенно с матерью."
6144,What if it is your husband or wife that cheats on you?,Family Issues,2,family,"Что делать, если вам изменяет муж или жена?"
6145,"I got in a fight with my family today, they don't trust me.",Family Issues,2,family,"Сегодня я поругался со своей семьей, они мне не доверяют."
6146,so my mom has been stressin out a lot over my gramma.,Family Issues,2,family,так что моя мама очень переживала из-за моей бабушки.
6147,my mom is mad at me I think.,Family Issues,2,family,"Думаю, моя мама злится на меня."
6148,i feel sad that i dont spend enough time with my parents.,Family Issues,2,family,"мне грустно, что я не провожу достаточно времени со своими родителями."
6149,haha I'm sick.. and I'm sad that I'm sick.. but oh well I have to meet Andrews like entire family today.. and I'm shit scared.. so very very scared,Social Relationships,4,friends,"хаха, я заболел.. и мне грустно, что я заболел.. ну да ладно, сегодня мне нужно встретиться с Эндрюсом, как и вся семья.. и я чертовски напуган.. очень-очень напуган"
6150,i neeed to leeeave my parents are being totally weird and annoying i'm desperate.,Family Issues,2,family,"мне нужно уйти, мои родители ведут себя совершенно странно и раздражают, я в отчаянии."
6151,"Except that now i'm going through a difficult week cause it's the annivesary of my brother's death, and that never feels good.",Emotional Turmoil,6,unknown,"За исключением того, что сейчас у меня тяжелая неделя, потому что сегодня годовщина смерти моего брата, а это никогда не радует."
6152,"This morning started on a bad note, as my clock is wacko and made me and my family late for church.",Other,6,unknown,"Сегодняшнее утро началось с плохой ноты: мои часы сбились с пути, из-за чего я и моя семья опоздали в церковь."
6153,"My problem is I suffer from having an extremely nosy family, especially a mother who doesn't know when butt out.",Family Issues,2,family,"Моя проблема в том, что у меня очень любопытная семья, особенно мать, которая не знает, когда пора выходить."
6154,"still his mother worried, for him to face this day alone.",Family Issues,2,family,"его мать все еще беспокоилась, что ему придется пережить этот день одному."
6155,wow my mom is already pissing me off and i just got home.,Family Issues,2,family,"вау, моя мама меня уже бесит, а я только что вернулся домой."
6156,I feel bad for my mom cuz of all she has to deal with right now.,Family Issues,2,family,"Мне жаль мою маму, потому что ей сейчас приходится иметь дело со всем, с чем ей приходится иметь дело."
6157,sometimes i feel so trapped in my parents' problems that i can't escape them.,Family Issues,2,family,"иногда я чувствую себя настолько пойманным в ловушку проблем своих родителей, что не могу от них уйти."
6158,We are growing worried about Mother.,Family Issues,2,family,Мы все больше беспокоимся о Матери.
6159,It's been hard raising you without your mother.,Family Issues,2,family,Тяжело было тебя воспитывать без матери.
6160,I always feel guilty when my family starts to drive me crazy.,Family Issues,2,family,"Я всегда чувствую себя виноватым, когда моя семья начинает сводить меня с ума."
6161,it sucks that i hate being around my family because they make me feel incompetent.,Family Issues,2,family,"отстойно, что я ненавижу находиться рядом со своей семьей, потому что они заставляют меня чувствовать себя некомпетентным."
6162,"sadly, i will not be there for him, and its sad because oout of all his friends.",Social Relationships,4,friends,"к сожалению, меня не будет рядом с ним, и это грустно, потому что среди всех его друзей."
6163,"i am so upset and i got into a huge fight with my mom today and i actually told her to ""get off!"" bad day, indeed.",Family Issues,2,family,"я так расстроена, сегодня сильно поссорилась с мамой и даже сказала ей «отвали!» действительно, плохой день."
6164,My mother hurts my feelings when she comes around.,Family Issues,2,family,"Моя мать ранит мои чувства, когда приходит в себя."
6165,I am very worried about my mother.,Family Issues,2,family,Я очень волнуюсь за свою мать.
6166,im just worried about my mom and having to deal with all that.,Family Issues,2,family,"Я просто беспокоюсь о своей маме и о том, что мне придется со всем этим иметь дело."
6167,my mom was sick.,Family Issues,2,family,моя мама была больна.
6168,"On other note, knowing from Dad that grandma's health is not in a good condition which have already made me not feeling good for couple of days.",Family Issues,2,family,"С другой стороны, узнав от папы, что здоровье бабушки не в хорошем состоянии, я уже несколько дней плохо себя чувствую."
6169,my family makes me so uncomfortable.,Family Issues,2,family,моя семья доставляет мне дискомфорт.
6170,See how horribly upset I get when I can't escape my house?,Emotional Turmoil,6,unknown,"Видишь, как я ужасно расстраиваюсь, когда не могу выбраться из дома?"
6171,Found out I need surgery next week to remove what is causing the pain.,"Health, Fatigue, or Physical Pain",3,health,"Выяснилось, что на следующей неделе мне понадобится операция, чтобы устранить причину боли."
6172,smaka had problems with his baby i think.,Family Issues,2,family,"Я думаю, у Смаки были проблемы с ребенком."
6173,I'm in so much trouble with my mom.,Family Issues,2,family,У меня такие проблемы с мамой.
6174,"Work has been rough this week, started out the week with having to tell family that we didn't have a room for them because CP over booked us.",Work,1,work,"На этой неделе работа была тяжелой, неделя началась с того, что нам пришлось сказать семье, что у нас нет для них комнаты, потому что CP забронировала нас слишком много."
6175,"My parents are fighting, we don't do ANYTHING as a family anymore and that pisses me off.",Family Issues,2,family,"Мои родители ссорятся, мы больше НИЧЕГО всей семьей не делаем, и это меня бесит."
6176,"my dad is sick again.. BLAH,i feel bad for him..",Family Issues,2,family,"мой папа снова заболел.. БЛА, мне его жаль.."
6177,Things are not going well with my Uncle.,Family Issues,2,family,Дела у моего дяди идут не очень хорошо.
6178,"with all that my nieces and nephews are going through, I just don't have the heart to tell them that they can't bring their pets.",Family Issues,2,family,"учитывая все, что переживают мои племянницы и племянники, у меня просто не хватает духу сказать им, что они не могут взять с собой своих питомцев."
6180,"My parents keep telling me to not play, and I really agree, but it is so hard!",Family Issues,2,family,"Мои родители постоянно говорят мне не играть, и я действительно согласен, но это так тяжело!"
6181,I fear that my parents will leave me and I will not have the stability that I finally reached with my family.,Family Issues,2,family,"Я боюсь, что родители оставят меня и у меня не будет той стабильности, которой я наконец достиг в семье."
6182,Mom and dad weren't going to let that work.,Family Issues,2,family,Мама и папа не собирались позволять этому работать.
6183,I can't talk to my parents about my deep feelings.,Family Issues,2,family,Я не могу говорить с родителями о своих глубоких чувствах.
6184,My dad is all sick like.,Family Issues,2,family,Мой папа весь болен.
6185,His dad hurt him very badly.,Family Issues,2,family,Отец его очень сильно обидел.
6186,"I won't get into it, but things with my Dad aren't going well.",Family Issues,2,family,"Не буду вдаваться в подробности, но дела с моим отцом идут не очень хорошо."
6187,"All I ever wanted to do was help, so when I constantly had to be pushed aside because she was always under so much stress, it kinda stressed ME out.",Social Relationships,4,friends,"Все, что я когда-либо хотел, это помочь, поэтому, когда меня постоянно приходилось отталкивать, потому что она всегда была в таком сильном стрессе, это как бы напрягало МЕНЯ."
6188,Today my little brother got into a fight.,Family Issues,2,family,Сегодня мой младший брат подрался.
6189,Brian called and for some reason I feel like he does not like to talk as long as he used to.,Social Relationships,4,friends,"Брайан позвонил, и мне почему-то кажется, что он не любит разговаривать так долго, как раньше."
6190,my mom is really bothering me.,Family Issues,2,family,моя мама меня очень беспокоит.
6191,my dad is very upset about it and since everything went down mine and my father's relationship really went down hill and things have been extra crazy since then.,Family Issues,2,family,"мой отец очень расстроен из-за этого, и поскольку все пошло не так, мои отношения и отношения моего отца действительно ухудшились, и с тех пор все стало еще более сумасшедшим."
6192,"Even, both of my grandparents are so worried about me have been calling me almost everyday to check whether I'm feeling better and stuff. ""","Health, Fatigue, or Physical Pain",3,health,"Даже мои бабушка и дедушка так беспокоятся за меня, что звонят мне почти каждый день, чтобы проверить, чувствую ли я себя лучше и все такое. """
6193,ahh i am getting so sick of dealing with my mom each day.,Family Issues,2,family,"ах, мне так надоело иметь дело с мамой каждый день."
6194,my grandpa is really really sick.,Family Issues,2,family,мой дедушка действительно очень болен.
6195,idk i hate to say anything because his moms always on his case about it and it really gets him down.,Family Issues,2,family,"Не знаю, мне неприятно что-либо говорить, потому что его мамы постоянно его обсуждают, и это его очень расстраивает."
6196,i hate that i haven't seen my family in over a week.,Family Issues,2,family,"Ненавижу, что не видел свою семью больше недели."
6197,"No matter what I know, it's hard to have it happen to my Mom, you know?",Family Issues,2,family,"Неважно, что я знаю, с моей мамой такое случается тяжело, понимаешь?"
6198,my moms mad at me this sucks.,Family Issues,2,family,"мои мамы злятся на меня, это отстой."
6199,"All hell breaks loose, my mom starts screaming at my sister about how she's an idiot, and my sister is sobbing.",Family Issues,2,family,"Начинается ад, мама начинает кричать на сестру, что она идиотка, а сестра рыдает."
6200,Right now my family is in such finacial trouble..it's just not possible.,Financial Problem,5,finance,Сейчас у моей семьи такие финансовые проблемы... это просто невозможно.
6201,"My dad is really mad at my bf about wat happened, and it really upsets me.",Family Issues,2,family,"Мой отец очень злится на моего парня из-за того, что произошло, и это меня очень расстраивает."
6202,My dad's been getting all insecure about it.,Family Issues,2,family,Мой отец стал совсем неуверенным в этом.
6203,"My mom was expressing a deep resentment of Mrs. Grier today, and what she appears to be doing to me.",Family Issues,2,family,"Моя мама сегодня выразила глубокую обиду на миссис Грайер и на то, что она, похоже, со мной делает."
6204,today i got in a fight with my dad.,Family Issues,2,family,сегодня я подрался с отцом.
6205,"Bad, Im struggling so badly right now life sucks and now my mom and dad have to make me feel worse.",Family Issues,2,family,"Плохо, мне сейчас так тяжело, жизнь отстой, и теперь моим маме и папе приходится заставлять меня чувствовать себя еще хуже."
6206,Except that fact that my family drives me crazy.,Family Issues,2,family,"За исключением того факта, что моя семья сводит меня с ума."
6207,My mom is extremely mad at me.,Family Issues,2,family,Моя мама очень злится на меня.
6208,Hello! So yea Um. the other day i got in a fight with my dad,Family Issues,2,family,"Привет! Так что да, хм. на днях я подрался с отцом"
6209,another thing that i'm really worried abuot that i shouldn't even be thinking right now is about how my family in general is going to do.,Family Issues,2,family,"Еще одна вещь, которая меня очень беспокоит и о которой мне сейчас не следует даже думать, - это о том, как будет жить моя семья в целом."
6210,My maternal grandmother was diagnosed with a particularly aggressive and fast moving form of ovarian cancer when it was in a fairly advanced stage of development.,Family Issues,2,family,"У моей бабушки по материнской линии диагностировали особенно агрессивную и быстро развивающуюся форму рака яичников, когда она находилась на довольно поздней стадии развития."
6211,Mom and Dad would never forgive us.,Family Issues,2,family,Мама и папа никогда бы нас не простили.
6212,My mom thinks Ellie isn't ready and I can't judge for myself in this situation.,Family Issues,2,family,"Моя мама считает, что Элли не готова, и я не могу судить сама в этой ситуации."
6213,"So, it starts out that I'm cranky, because I had a bad weekend, and I just didn't want to go to school.",Emotional Turmoil,6,unknown,"Итак, все начинается с того, что я злюсь, потому что у меня были плохие выходные, и я просто не хотел идти в школу."
6214,i can't handle my little brother's sickness.,Family Issues,2,family,я не могу справиться с болезнью моего младшего брата.
6215,"i was so frustrated.then after my cousin, aunt, and casey left me and mom got into a fight.. she was yelling.. cause i blamed ashlie on her.",Family Issues,2,family,"Я была так расстроена. Потом, после того, как моя кузина, тетя и Кейси оставили меня, мама подралась… она кричала… потому что я обвинил в ней Эшли."
6216,"My parents cant get along for a full day, my father wants nothing to do with my life.",Family Issues,2,family,"Мои родители не могут прожить целый день, мой отец не хочет иметь ничего общего с моей жизнью."
6217,My mom was so worried about us..,Family Issues,2,family,Моя мама так переживала за нас..
6218,"When my mom called earlier, before work, I just did not want to talk to her and sounded really depressed.",Family Issues,2,family,"Когда моя мама позвонила раньше, перед работой, я просто не хотел с ней разговаривать и говорил очень подавленно."
6219,"Been fighting with mom a lot lately, which kind of makes me sad.",Family Issues,2,family,"В последнее время я часто ссорюсь с мамой, и это меня немного расстраивает."
6220,well my mom has been very sick.,Family Issues,2,family,"ну, моя мама очень заболела."
6221,my sister is a pain in my ass.,Family Issues,2,family,моя сестра - заноза в моей заднице.
6222,"Her mother was threatened by her, worried.",Family Issues,2,family,"Ее мать угрожала ей, волновалась."
6223,"It is sooo hard right now, cuz i know my parents are really goin through a hard time.",Family Issues,2,family,"Сейчас ооочень тяжело, потому что я знаю, что у моих родителей действительно тяжелые времена."
6224,jesus fucking christ this whole country makes me sick. and my goddamned parents want me to have dinner with them and celebrate.,Family Issues,2,family,"Господи, черт возьми, меня тошнит от всей этой страны. и мои проклятые родители хотят, чтобы я поужинал с ними и отпраздновал это."
6225,I often feel bad when it comes to my friends back home.,Social Relationships,4,friends,"Мне часто становится плохо, когда дело касается моих друзей дома."
6226,I'm really getting tired of my family.,Family Issues,2,family,Я очень устал от своей семьи.
6227,He cheated on my mom.,Family Issues,2,family,Он изменил моей маме.
6228,My parents couldn't get me off the thing.,Family Issues,2,family,Мои родители не могли отговорить меня от этой штуки.
6229,I'm having a very stressful conversation with my Mom here.,Family Issues,2,family,У меня здесь очень напряженный разговор с мамой.
6230,"It just makes me sad to think my baby is getting older and any health ""problem"" upsets me greatly.",Family Issues,2,family,"Мне просто грустно думать, что мой ребенок становится старше, и любая «проблема» со здоровьем меня сильно расстраивает."
6231,My parents are driving me insane.,Family Issues,2,family,Мои родители сводят меня с ума.
6232,"i'm so worried about failing, and about money, and about my mom hating me.",Financial Problem,5,finance,"Я так переживаю из-за неудач, из-за денег и из-за того, что моя мама меня ненавидит."
6233,Mom was diagnosed with stage 3C ovarian cancer.,Family Issues,2,family,У мамы диагностировали рак яичников 3С стадии.
6234,My mom's in VA seeing my Aunt Lisa who is pretty sick.,Family Issues,2,family,"Моя мама в Вирджинии навещает мою тетю Лизу, которая очень больна."
6235,"Great, M caused a fight between brothers.",Family Issues,2,family,"Отлично, М спровоцировал драку между братьями."
6236,"your mother and i are gunna have dinner cuz ill wilt away before you get home"" and you know what I HATE BEING HOME!!!",Family Issues,2,family,"мы с твоей мамой собираемся поужинать, потому что я уйду, прежде чем ты вернешься домой», и ты знаешь, как я НЕНАВИЖУ БЫТЬ ДОМА!!!"
6237,Its her husbands word against her parents and the whole situation is such a mess.,Family Issues,2,family,"Это слово ее мужа против ее родителей, и вся ситуация в целом такая неразбериха."
6238,"Secondly, I know my mom worries a lot, but when she says things like that to me, it scares me.",Family Issues,2,family,"Во-вторых, я знаю, что моя мама очень переживает, но когда она говорит мне такие вещи, меня это пугает."
6239,"It makes me really sad that my mom can't be happy for me, that she has to add stress on to everything else that is already stressful.",Family Issues,2,family,"Мне очень грустно, что моя мама не может порадоваться за меня, что ей приходится добавлять стресс ко всему остальному, что уже вызывает стресс."
6240,my mom started crying and she said it hurts that my sister didnt go to her for this kinda stuff.,Family Issues,2,family,"моя мама заплакала и сказала, что мне больно, что моя сестра не пошла к ней за такими вещами."
6241,Going over to Eliza's house and getting sick there since Eliza and her mom were both sick 3.,"Health, Fatigue, or Physical Pain",3,health,"Прийти в дом Элизы и заболеть там, так как Элиза и ее мама оба заболели 3."
6242,This is the week I haven't been looking forward to because my family is about to be split up.,Family Issues,2,family,"Это неделя, которую я не ждал с нетерпением, потому что моя семья вот-вот распадется."
6243,I've been fighting with my parents.,Family Issues,2,family,Я ругался с родителями.
6244,i can't stand my parents either. seriously.,Family Issues,2,family,я тоже терпеть не могу своих родителей. серьезно.
6245,After feeling very angry and upset with my mom.,Family Issues,2,family,"После того, как я очень разозлился и расстроился из-за мамы."
