sID,sentence,top_label,label,class_name
5845,"I'm very frustrated right now, as I do get from time to time, because of the worries of the future pressing on me.",Everyday Decision Making,6,unknown
5846,this has become particularly difficult at work because i have constant fears that they are meeting to dicsuss firing me.,Work,1,work
5847,All you people who have problems I can't solve everything!!!,Social Relationships,4,friends
5848,"I'm so frustrated with life right now, I can't even think of anything to say.",Emotional Turmoil,6,unknown
5849,I've just been ridiculously emotional.,Emotional Turmoil,6,unknown
5850,I am in need of therapy.,Emotional Turmoil,6,unknown
5851,"Now all of a sudden, they're getting a divorce.",Family Issues,2,family
5852,"my mom and my brother constantly fight, over the stupidest things.",Family Issues,2,family
5853,i am just really hurting right now and i feel like i have nobody to talk to.,Emotional Turmoil,6,unknown
5854,i'm just really upset right now and i hope it will get better.,Emotional Turmoil,6,unknown
5855,My family's falling apart and my mother is going into depression.,Family Issues,2,family
5856,the holidays stressed me out.,Other,6,unknown
5857,tremendous anxiety is keeping me from getting anything done.,Emotional Turmoil,6,unknown
5858,I just have major anxiety issues I think and they're screwing me up royally.,Emotional Turmoil,6,unknown
5859,"People with ADT have difficulty staying organized, setting priorities, and managing time, and they feel a constant low level of panic and guilt.",Emotional Turmoil,6,unknown
5860,ughh things are just always so shitty and i want them to be better.,Emotional Turmoil,6,unknown
5861,That and disagreements over how to react to their situation strained their marriage.,Family Issues,2,family
5862,So yeah. I got alot of stressfull things going on in my life right now.,Other,6,unknown
5863,"I've been so stressed about this new job, my musicianship, and the hurricane situation that at work I broke out with like two hives on my neck.",Work,1,work
5864,"I have been under an extreme amount of stress lately, and it wasn't right for me to take it out like I did.",Emotional Turmoil,6,unknown
5865,"Her mom has cancer, too so I'm trying to help her stay strong but its hard being someone's rock when you feel like crumbling yourself.",Social Relationships,4,friends
5866,Too much stress in my life.,Emotional Turmoil,6,unknown
5867,I guess it is just that i am lonely and i dont know what is wrong with me why i cant make friends like everyone else does.,Social Relationships,4,friends
5868,I obviously need the help lol.,Other,6,unknown
5869,You need to come back because I need to talk to you damit!,Social Relationships,4,friends
5870,"stressful at times, VERY stressful at other times.",Other,6,unknown
5871,You can sometimes be a person of great internal stress.,Emotional Turmoil,6,unknown
5872,Our Dog Passed away after 12 years.,Emotional Turmoil,6,unknown
5873,"It just confused me more, and my head is now going to proceed to explode.",Other,6,unknown
5874,comes the personal problems.,Emotional Turmoil,6,unknown
5875,I don't know if I can handle this shit anymore this week.,Everyday Decision Making,6,unknown
5876,he called back n he was making me feel bad saying i had hurt his feelings the night before and so i was apologizin.,Social Relationships,4,friends
5877,"it is getting on my nerves, i think i am stressing way to much over it but i cant really figure out how to stop.",Emotional Turmoil,6,unknown
5878,I am trying to chalk it up to stress and maybe pms.,Everyday Decision Making,6,unknown
5879,i've been so tired and sick and sad.,"Health, Fatigue, or Physical Pain",3,health
5880,I've had too much heartbreak.,Emotional Turmoil,6,unknown
5881,"Scully is so sad and depressed so me, my mom, and Melissa want to get her a friend.",Social Relationships,4,friends
5882,I just ran in to an interesting arguments about what's going on in Iraq How things seem so out of control.,Other,6,unknown
5883,my older brother and his wife are getting divorced and i feel really bad for them. him i mean.,Family Issues,2,family
5884,My feelings are majorly hurt!,Emotional Turmoil,6,unknown
5885,"You are an emotionally complex group, and you can be prone to some very strange behavior.",Emotional Turmoil,6,unknown
5886,I am infact a huge mess of emotions and ridiculous things.,Emotional Turmoil,6,unknown
5887,Its really sad though that the holidays are almost over.,Other,6,unknown
5888,ON TOP of all this emotional stress that been hiding inside of me ive been dealing with MAJOR stress about the play.,Emotional Turmoil,6,unknown
5889,Been in love. Cheated in a relationship Woke up crying.,Social Relationships,4,friends
5890,"As you can imagine, it's even more dangerous to drive around thoses messes. Infuriating!",Everyday Decision Making,6,unknown
5891,"Before my mother even called this morning I spent a half hour cradled in Jay's arms sobbing, mourning the loss of the person my brother used to be.",Family Issues,2,family
5892,Insecurities and the inability to deal with them.,Emotional Turmoil,6,unknown
5893,"Although, i'm still pretty stressed but i'm trying really hard not to think about where things are going to go right now.",Emotional Turmoil,6,unknown
5895,"Instead, this seems to say, I am most afraid of overextending myself and not being able to meet all the obligations that I've put on myself.",Emotional Turmoil,6,unknown
5896,"There's so much I need to vent about, or gossip about, or just let out.",Emotional Turmoil,6,unknown
5897,"I am feeling almost completely overwhelmed by stress, atm.",Emotional Turmoil,6,unknown
5898," I was super tired and just didn't feel like being sociable, which you absolutely have to be at my job.",Social Relationships,4,friends
5899,i'm under an unusual amount of stress here,Emotional Turmoil,6,unknown
5900,"Washington planners had been advised, even by their own intelligence agencies, that the invasion was likely to increase the risk of terror.",Other,6,unknown
5901,my stress levels cant handle this!!,Other,6,unknown
5902,"My girlfriend's been going through a tough emotional time now and she's been feeling overloaded with everyone else's problems, so she kind of burrowed into her shell for a bit.",Emotional Turmoil,6,unknown
5903,"Your constant bickering over politics, social issues and such things is driving the rest of us insane.",Social Relationships,4,friends
5904,"two, The dog gets super sad and misss her daddy.",Other,6,unknown
5905,With all the freaking drama it is like i cannot do anything without it affecting everyone else.,Social Relationships,4,friends
5906,"two days ago, shadow and the last of her kittens passed away from injury and neglect.",Other,6,unknown
5907,"I'm afraid she's gonna like yell at me, and freak me out and all.",Social Relationships,4,friends
5908,The recurrent nightmare I had since my uncle's death when I was twelve years old.,Emotional Turmoil,6,unknown
5909,oh well i know he's back home now from his dads house and all so hes depressed cuz of leavin ally and jake and kayla..so i dunno we'll see.,Family Issues,2,family
5910,"I'm trying to fight it, to overcome it, to accept head on the events on the horizon.",Emotional Turmoil,6,unknown
5911,"Today I quit the charity job because I hated it, I get really stressed out because when I don't sign people up I get pissed off.",Work,1,work
5912,"Your Actual Problem Anxiety and a restless dissatisfaction, either with circumstances or with unfulfilled emotional requirements, have produced considerable stress.",Emotional Turmoil,6,unknown
5913,Missy we so have to talk soon i really need to call you.~Manda,Other,6,unknown
5914,"So, he and I have to have a talk about calling me and being like ""Something came up talk to you ASAP"" Ok?",Social Relationships,4,friends
5915,"Scratch that, the roads in this whole damn state are confusing.",Other,6,unknown
5916,Everyone on my team cannot stand him.,Social Relationships,4,friends
5917,"So, why do I find myself filled with guilt? I'm striving to be a better person, I don't want to be an asshole anymore.",Emotional Turmoil,6,unknown
5918,I HAVE BEEN FEELING VERY SICKLY AND SAD THESE DAYS.,"Health, Fatigue, or Physical Pain",3,health
5919,"With my mind going crazy and with me missing so much work, it's going to be so hard for me to catch up.",Work,1,work
5920,my emotional isolation is starting to concern me.,Emotional Turmoil,6,unknown
5921,i am so angry right now i really just want to start throwing things why are my emotions so extreme lately?,Emotional Turmoil,6,unknown
5922,"i haven't been happy with us, and its only just been the past week.",Social Relationships,4,friends
5923,I feel lonely and sad and depressed and stressed.,Emotional Turmoil,6,unknown
5924,"I need help, I need support, I need to talk and I need to be listened to.",Emotional Turmoil,6,unknown
5925,so my life has been so stressful lately.,Emotional Turmoil,6,unknown
5926,We had a big fight and I'm sick of caring about him when he doesn't even want to be my friend.,Social Relationships,4,friends
5927,I'm am having much stress.,Other,6,unknown
5928,"Yeah, I haven't been sleeping well and that could be part of all the weird feelings this past week.","Health, Fatigue, or Physical Pain",3,health
5929,Not being able to do this with anyone makes me sad.,Emotional Turmoil,6,unknown
5930,I'm falling apart physically and emotionally.,Emotional Turmoil,6,unknown
5931,"my dad is in jail, and i have a lot of complication with some friends.",Family Issues,2,family
5932,I just have a lot of stresses in my life right now.,Other,6,unknown
5933,It's stress. I need to start meditating or something.,Emotional Turmoil,6,unknown
5934,"u have no idea Anyways some of my friends lives are all in a wreck right now and it makes me feel so, so, so bad for them.",Social Relationships,4,friends
5935,I don't know what to do for the remaining hours of today.,Everyday Decision Making,6,unknown
5936,"it feels like i can't get out of this house, these days. obligation and paranoia and nerves caging me with threats of bodily harm.",Emotional Turmoil,6,unknown
5937,Kelly is crazy stressed with the packing and the moving and the wedding and the dealing with all family all the time.,Family Issues,2,family
5938,I'm feeling especially lonely right now.,Emotional Turmoil,6,unknown
5939,i just get mad at him bc he smokes so much and like its really hard to explain.,Social Relationships,4,friends
5940,like totally depressed. dont wanna see or talk to anyone.,Emotional Turmoil,6,unknown
5941,I just feel really icky mentally. I'm drained and my patience is wearing thin and I'm stressed as hell and just pissed off.,Emotional Turmoil,6,unknown
5942,Overwhelmed stressed which makes me have no appetite and worried I unable to clear all the work loads.,Emotional Turmoil,6,unknown
5943,It just reinforces how depressed and alone I really feel.,Emotional Turmoil,6,unknown
5944,It's really traumatic for me in a lot of ways right now.,Emotional Turmoil,6,unknown
5945,"I'm losing control of my emotions and my thoughts, and it scares me.",Emotional Turmoil,6,unknown
5946,People fight too much. I can't help but be pissed off at everything in my life right now.,Emotional Turmoil,6,unknown
5947,I have been struggling a bit with myself and things emotionally lately.,Emotional Turmoil,6,unknown
5948,This whole thing is getting blown out of perportion and really making me mad.,Emotional Turmoil,6,unknown
5950,"I'm still struggling with the whole ""feelings"" things and have some major mood swings about it sometimes.",Emotional Turmoil,6,unknown
5951,"Gosh, this hurts me so much.",Emotional Turmoil,6,unknown
5952,some times it seems like it is breaking because i'm worrying all the time.,Emotional Turmoil,6,unknown
5953,Ever get that feeling when your so lonely your just sad?,Emotional Turmoil,6,unknown
5955,I think its just so much stress and like AHHH that im going crazy.,Emotional Turmoil,6,unknown
5956,We didnt know any better. or maybe it's just the fact that i miss all my friends so much.,Social Relationships,4,friends
5957,"I have to pay for the key to be made, and I need to get money for other activities this week.",Financial Problem,5,finance
5958,things are hectic and money is issue with me right now.,Financial Problem,5,finance
5959,i hate living and i hate everything its like im entirely empty and i cant find a single thing to be happy about.,Emotional Turmoil,6,unknown
5960,that's just because I so couldn't afford how much I spent.,Financial Problem,5,finance
5961,I don't have a cell phone and probably never will again because since I can't manage my money I can't afford a good one.,Financial Problem,5,finance
5963,i really need to make more money.,Financial Problem,5,finance
5964,"i dont even know how i paid it, because i had no money. and funny thing.",Financial Problem,5,finance
5965,"i dont have a car now bc it costs to much to fix, so its a total loss.",Financial Problem,5,finance
5966,"I blame tudor oaks for making me lose a months worth of pay, on top of zero notice for me to go looking for a job.",Work,1,work
5967,"I was barely able to maintain any retail shows, and thats where the serious money is.",Financial Problem,5,finance
5968,"I need to be here so I can work, I need money hard core.",Financial Problem,5,finance
5969,i dont know if im going to be able to manage my money.,Financial Problem,5,finance
5970,I couldn't REALLY afford to have a 2 week gap in pay between jobs.,Financial Problem,5,finance
5971,Like it's my fault there is no money.,Financial Problem,5,finance
5972,"Hence, we are pretty much financially broke.",Financial Problem,5,finance
5973,it took us an hour to get our rental car picked up because Thrifty sucks at life.,Everyday Decision Making,6,unknown
5974,"Wait, I don't have any money so scratch that idea.",Financial Problem,5,finance
5975,the problem is my family fucking sucks and is so goddamn poor that they are having trouble coming to pick me up.,Family Issues,2,family
5976,I'm sad I won't be able to run with Anna the next two weeks.,Social Relationships,4,friends
5977,"It's like two weeks pay won't even be enough to cover the cost of one round trip ticket, and I have to go once a month!",Financial Problem,5,finance
5978,I don't get paid until tomorrow and this ruins my life.,Work,1,work
5979,"After all, their employer refuses to hire enough staff to realistically cover all duties, so why should they go out of their way to do a good job?",Work,1,work
5980,I don't really have the money to go as much as I'd like.,Financial Problem,5,finance
5981,We can't afford the transaction overhead.,Financial Problem,5,finance
5982,I just paid off my car and can't really afford it.,Financial Problem,5,finance
5983,he lost his and really needs money cuz hes got bills ha.,Financial Problem,5,finance
5984,"I feel my life slipping away a day at a time, utterly wasted because of the mismanagement of my employers.",Work,1,work
5985,I still don't have as much money as I would like.,Financial Problem,5,finance
5986,I spend money on classes that hold no interest for me so I don't do the work and now I'm very behind.,School,1,work
5988,Dammit i really need a job so I can get some money.,Financial Problem,5,finance
5989,"it costs a lot of money to travel, but i feel like my parents don't do it enough.",Family Issues,2,family
5990,"I have no money, I'm in debt.",Financial Problem,5,finance
5991,it's always frustrating when people who make more money than you talk about how poor they are.,Financial Problem,5,finance
5992,"Rhode Island, like the rest of the country, is in a heap of trouble financially.",Financial Problem,5,finance
5993,Money is being tight and it's worrying me more than I care to admit.,Financial Problem,5,finance
5994,Nothing to do and no one answers their phones because I'm a big loser.,Social Relationships,4,friends
5995,These few weeks are extremely busy weeks where the number of assignments due are too many for our own good.,School,1,work
5996,my parents and i have been long been ridiculed and treated poorly by my father's family and my parents really cannot afford to pay that much.,Family Issues,2,family
5997,"She's under a bit of stress and feels like she's in a permanent rut down here, especially in the financial spectrum.",Financial Problem,5,finance
5998,I'm starting to feel really on edge since I have no income and I'm spending a lot of money.,Financial Problem,5,finance
5999,"My car is frightening right now, And I can't afford to fix it.",Financial Problem,5,finance
6000,It's a shame that I don't manage my money very well.,Financial Problem,5,finance
6001,"Well, our pass making machine has been broken for the last month, so we couldn't do it.",Other,6,unknown
6002,"My car is messed up, and we're short of the funds needed to deal with it at the moment.",Financial Problem,5,finance
6003,I don't make money to add to our finances.,Financial Problem,5,finance
6004,Just what i need is to owe more money.,Financial Problem,5,finance
6005,"I'm tight on money, so I can't afford to really go out and buy any material.",Financial Problem,5,finance
6006,my bank account is running out of money.,Financial Problem,5,finance
6007,We don't have enough to pay bills.,Financial Problem,5,finance
6008,I also just don't have enough money to pay someone to design a site for me.,Financial Problem,5,finance
6009,I've been doing TERRIBLE at managing my money lately.,Financial Problem,5,finance
6010,"I really need to find someway to make some money, which means applying for jobs.",Financial Problem,5,finance
6011,"Of course, on a related note, I'm starting to be concerned about my money.",Financial Problem,5,finance
6012,My truck borke down last week so I don't have a truck that could make it to Kentucky.,Financial Problem,5,finance
6013,"I finished shifting in one section earlier this week, and unfortunately can do no more because there aren't enough shelves to go around.",Other,6,unknown
6014,The only problem is that we don't have any of the money right now and I have a car payment and insurance due in about a week.,Financial Problem,5,finance
6015,"What doesn't help is the fact that I still haven't gotten my physical for my job, so I can't work to make any money.",Work,1,work
6017,I'm struggling to make rent as I lost my job and kinda have nowhere to go.,Financial Problem,5,finance
6018,Totaled car means no car means another car means huge ridiculous payments that I really cant afford.,Financial Problem,5,finance
6019,"However, I can't pay for the GED yet because I don't get enough hours at work.",Financial Problem,5,finance
6020,Delays delays delays Too bloody busy the last few days to write.,Other,6,unknown
6021,it's hard cause I dont use cash too often now. anyway.,Financial Problem,5,finance
6022,"Worst of all, I have work today, and as I have already had the weekend off sick, I can hardly call in again this morning.",Work,1,work
6023,Had a terrible financial fright today.,Financial Problem,5,finance
6024,"in became ""I suck at writing and will never finish anything"" or ""I have no money and am a failure as a responsible adult"".",Emotional Turmoil,6,unknown
6025,"I am sad, because my paid account expired, and I no longer have access to my friendsfriends page.",Other,6,unknown
6026,Now I can't afford that because the fucking truck is broke.,Financial Problem,5,finance
6027,How am i supposed to make a living from this when I just can't get into it. I feel like it's making me seriously miserable.,Work,1,work
6028,"that's the thing, all money does it makes you worry that you will not have enough to sustain your life.",Financial Problem,5,finance
6029,Too bad i don't have enough money to buy them.,Financial Problem,5,finance
6030,amount of money ill be making from work in the next two weeks.,Other,6,unknown
6031,Which really sucks cause I have no money.,Financial Problem,5,finance
6032,My computer crapped on itself at the beginning of the week and no amount of work has managed to revive it yet.,School,1,work
6033,I've been struggling so much with the admin and the boring side of life and its taken over a bit and I don't like it.,Everyday Decision Making,6,unknown
6034,"I need a job very badly, I am going to run out of money very soon.",Financial Problem,5,finance
6035,Can't even get any from my folks and with over a week to go till I get my first payslip from my new job things are looking dicey.,Family Issues,2,family
6036,I am really bad with money and struggle to save or spend appropriately.,Financial Problem,5,finance
6037,My credit isn't good enough for a loan.,Financial Problem,5,finance
6038,hence why i want more money!,Financial Problem,5,finance
6039,I'm didn't see my therapist this week due to money.,Financial Problem,5,finance
6040,we lost our payday for our last job.,Financial Problem,5,finance
6041,"Unfortunately, I have no money.",Financial Problem,5,finance
6042,I don't get paid nearly enough to be doing both.,Work,1,work
6043,"Problem is, I couldn't afford the rent right now.",Financial Problem,5,finance
6044,"My financial situation is stressing me out so much, basically in that it doesn't exist.",Financial Problem,5,finance
6045,"I can't afford my car insurance as it is, let alone if the rates went up.",Financial Problem,5,finance
6046,"i am less than fruitful when it comes to work lately, and i am disturbingly behind.",Work,1,work
6047,I am stressing a bit about money.,Financial Problem,5,finance
6048,I need to figure out a way to make more money.,Financial Problem,5,finance
6049,I don't make enough money to be able to call in as much as I do.,Financial Problem,5,finance
6051,I don't know how this is going to be accomplished as of yet because I don't have money and I'm extremely uncoordinated.,Financial Problem,5,finance
6052,"The down side is, though, that knowing I don't have enough money to cover everything, even the bills i knew were coming seem to hammer down on me.",Financial Problem,5,finance
6053,"It's pretty scary.. ok there's abit of money coming in from here and there, but compared to what papa's been getting, I think we're gonna have to cut back alot.",Financial Problem,5,finance
6054,I need to be paid more because I'm broke and I just got a bunch of bills and it makes me so sad.,Financial Problem,5,finance
6055,I just feel really bad that i can't make enough money where he wouldn't need to do this.,Financial Problem,5,finance
6056,I can't get enough money to live on.,Financial Problem,5,finance
6057,That sucks because i have no money.,Financial Problem,5,finance
6058,"It's the loan that's holding everything else up, which is highly frustrating.",Financial Problem,5,finance
6059,What's the differance between slavery and being forced to work because everything is so expensive?,Work,1,work
6060,I didn't have as much money saved as I'd have liked.,Financial Problem,5,finance
6061, I doubt my paycheck will cover it.,Financial Problem,5,finance
6062,"i need money, i'm so poor.",Financial Problem,5,finance
6063,I'm now not going to have a car for about a week so that sucks.,Other,6,unknown
6064,My money situation is grim and scary.,Financial Problem,5,finance
6065,"I want to call into work sick tomorrow so badly and take a day to recoup, but I can't afford to, and that just makes it all the worse.",Work,1,work
6066,"Because of this, we've been very poor.",Financial Problem,5,finance
6067,The financial part of it all is crappy because I am basically getting nothing for my old car.,Financial Problem,5,finance
6068,"i already had to cancel my classes tomorrow, which is no good for a poor teacher like me.",Work,1,work
6069,"Ive just been bombarded by so much work, my pap is really not doing well, and i thought one of my closest friends was upset at me.",Work,1,work
6070,"Lately, work has made me so tired that I don't even have time to get undressed..",Work,1,work
6071,"Classes are tough, i haven't got a job yet. no income of money.",School,1,work
6072,I found out my dad Is losing his job.,Family Issues,2,family
6073,Money is tight though and I have to pay off these stupid student loans.,Financial Problem,5,finance
6074,i dont get paid enough to suffer this much.,Work,1,work
6075,"my family is so broke rite now that they cant even afford to pay for our van's registration and inspection, so pretty much i am fuct.",Financial Problem,5,finance
6076,"Its sucks im so worried because i cant afford the art book and the mid term is next thursday, stupid money.",Financial Problem,5,finance
6077,I'm almost positive that my parents aren't going to get along all next weekend and that my house is going to be a hell hole.,Family Issues,2,family
6078,I just can't take this problem speech anymore and my boss is a bit annoyed by it.,Work,1,work
6079,I have decided that I need to be making more money.,Financial Problem,5,finance
6080,"well work is going to suck the next couple weeks or should i say my paycheck, I am sceduled two days the next two weeks, how much does that suck.",Work,1,work
6081,Need to earn more money. somehow,Financial Problem,5,finance
6082,He made everyone in debt and he couldn't walk.,Financial Problem,5,finance
6083,"I wish I could work more hours, I'm desperate for money.",Financial Problem,5,finance
6084,"Additionally money is a really big issue, and it keeps making me soo tense.",Financial Problem,5,finance
6085,"oh, i dont get paid til oct 3rd, and too bad i have a car payment due four days before that.",Financial Problem,5,finance
6086,"It's compounded by feeling like Work is pretty much pointless and stressful, and that I get hardly any free time any more.",Work,1,work
6087,oh well i need more money.,Financial Problem,5,finance
6088,Ulta isn't making enough money so they are cutting back on hours majorly.,Work,1,work
6089,"So, those who work expect to get paid, but they cant pay them becuase theres not enough money generated to pay all these employees sitting around.",Financial Problem,5,finance
6090,i need someway to get more money.,Financial Problem,5,finance
6091,THERE WAS A MIS COMMUNICATION OF SOME SORTS AND WE DIDN'T PAY OUR PHONE BILL AND THE PHONE COMPANY CUT IT OFF FOR A WEEK!,Financial Problem,5,finance
6092,"It takes a lot for me to say something is unbearable, and this week has been nearly unbearable.",Emotional Turmoil,6,unknown
6093,damn my lack of money.,Financial Problem,5,finance
6094,There is so much shame attached to money in my family.,Family Issues,2,family
6095,"We didn't have enough money in the first place so, what the fuck is your problem old man?",Financial Problem,5,finance
6096,"It's so frustrating, because you have to pay them so much money, just so they'll take your money.",Financial Problem,5,finance
6097,"Besides we are moving that weekend and I am going to be flat broke from paying two months rent and frankly, I don't want to drive to AR.",Everyday Decision Making,6,unknown
6098,"It's shitty. also, not to mention the no money and ability to do anything cause of my huge amounts of debt.",Financial Problem,5,finance
6099,It sucks being in a financial slump.,Financial Problem,5,finance
6100,"In the second year, Del wasn't able to get my gift in on time because of a family sadness.",Social Relationships,4,friends
6101,"I hate looking for jobs, I ruined my credentials and theres nothing to consider about me.",Work,1,work
6102,"This week, however, has turned into one hell of a crazy week with everything piling up and my not have enough time.",Other,6,unknown
6103,"it seems like this year is goin by so slow, and i have a shit job, so that doesnt help.",Work,1,work
6104,money is tight in these parts.,Financial Problem,5,finance
6105,I couldn't really afford proper meals all the time and they take a lot of time to make and here's a lot of waste when cooking for one.,Other,6,unknown
6106,How utterly poor I am and how debt is ruining my life 2.,Financial Problem,5,finance
6107,I have waaay too many bills to pay and not nearly enough money to cover them.,Financial Problem,5,finance
6108,Now i HAVE to get a job asap to help with my payments.,Financial Problem,5,finance
6109,"I'm really not liking my job, I'm extremely in debt.",Work,1,work
6110,I'm tired of working so hard and not having enough money to do anything.,Financial Problem,5,finance
6111,I'm so stressed out.. I can't pay my rent.. cause i'm not working over time..,Financial Problem,5,finance
6112,I'm so tired of the stress of keeping after a landlord with no ethics.,Social Relationships,4,friends
6113,"Problem is, it's Christmas season, and I have to withdraw some money for presents.",Financial Problem,5,finance
6114,This stupid money situation is coming down on me pretty hard right now.,Financial Problem,5,finance
6115,I didn't go shopping because I don't have a lot of money.,Financial Problem,5,finance
6116,I so don't get paid enough.,Other,6,unknown
6117,"On their lives, they could not count enough cash to pay the bill.",Financial Problem,5,finance
6118,John isn't cooperating in the lease break and I'm so in debt that I don't know where to start.,Financial Problem,5,finance
6119,It's weird to be done so early but we are poor so I did not have much to buy.,Financial Problem,5,finance
6120,"Work takes up so much time, though, and my finances are so tight because of my expenses, that i feel like my life is, at this point, an investment.",Financial Problem,5,finance
6122,I didn't get money for the summer semester so its been rough the last few months.,School,1,work
6123,"Financially, things are VERY tight.",Financial Problem,5,finance
6124,"Her job is really bad, and then on top of that all this family trouble.",Work,1,work
6125,being so tight on money also made their realtionship hard.,Financial Problem,5,finance
6126,Those people are so badly paid that they have no investment in their job.,Work,1,work
6127,I also had no money so i couldn't really buy much. here,Financial Problem,5,finance
6128,I need to give it a serious thought cause this new job is just shitting me and I'm not getting the money that I thought I would.,Work,1,work
6130,"I mean, I registered with the DSS and they planned out every hour of my weekend this past week, and it just doesn't work.",Other,6,unknown
6132,oh well..I need money because im broke.,Financial Problem,5,finance
6133,"In other words, I am BROKE. I have no money.",Financial Problem,5,finance
6134,"I need to get that job, I need to get the money, and I need to get out.",Financial Problem,5,finance
6135,It pretty much sucks because I need money to pay my bills.,Financial Problem,5,finance
6136,third i scared her boyfriend so he refuses to let me move in with them.,Social Relationships,4,friends
6137,My family drives me crazy,Family Issues,2,family
6138,"I hate how emotional I get on my period, it makes me crazy.",Emotional Turmoil,6,unknown
6139,"Sorry, Brian, but I'm so sick of hearing it from my parents, I get a little defensive",Family Issues,2,family
6140,i still have issues with fitting in and my parents are fighting like crazy still and my father is incredibly abusive and controlling.,Family Issues,2,family
6141,"I make my children cry, I'm losing patients every day, and to be honest, I'm starting to suspect even you guys don't enjoy spending time with me.",Family Issues,2,family
6142,"when my grandpa died, i felt terrible.",Family Issues,2,family
6143,"It's going to be a fraught weekend as Dad does not enjoy seeing his relatives, particuarly his mother.",Family Issues,2,family
6144,What if it is your husband or wife that cheats on you?,Family Issues,2,family
6145,"I got in a fight with my family today, they don't trust me.",Family Issues,2,family
6146,so my mom has been stressin out a lot over my gramma.,Family Issues,2,family
6147,my mom is mad at me I think.,Family Issues,2,family
6148,i feel sad that i dont spend enough time with my parents.,Family Issues,2,family
6149,haha I'm sick.. and I'm sad that I'm sick.. but oh well I have to meet Andrews like entire family today.. and I'm shit scared.. so very very scared,Social Relationships,4,friends
6150,i neeed to leeeave my parents are being totally weird and annoying i'm desperate.,Family Issues,2,family
6151,"Except that now i'm going through a difficult week cause it's the annivesary of my brother's death, and that never feels good.",Emotional Turmoil,6,unknown
6152,"This morning started on a bad note, as my clock is wacko and made me and my family late for church.",Other,6,unknown
6153,"My problem is I suffer from having an extremely nosy family, especially a mother who doesn't know when butt out.",Family Issues,2,family
6154,"still his mother worried, for him to face this day alone.",Family Issues,2,family
6155,wow my mom is already pissing me off and i just got home.,Family Issues,2,family
6156,I feel bad for my mom cuz of all she has to deal with right now.,Family Issues,2,family
6157,sometimes i feel so trapped in my parents' problems that i can't escape them.,Family Issues,2,family
6158,We are growing worried about Mother.,Family Issues,2,family
6159,It's been hard raising you without your mother.,Family Issues,2,family
6160,I always feel guilty when my family starts to drive me crazy.,Family Issues,2,family
6161,it sucks that i hate being around my family because they make me feel incompetent.,Family Issues,2,family
6162,"sadly, i will not be there for him, and its sad because oout of all his friends.",Social Relationships,4,friends
6163,"i am so upset and i got into a huge fight with my mom today and i actually told her to ""get off!"" bad day, indeed.",Family Issues,2,family
6164,My mother hurts my feelings when she comes around.,Family Issues,2,family
6165,I am very worried about my mother.,Family Issues,2,family
6166,im just worried about my mom and having to deal with all that.,Family Issues,2,family
6167,my mom was sick.,Family Issues,2,family
6168,"On other note, knowing from Dad that grandma's health is not in a good condition which have already made me not feeling good for couple of days.",Family Issues,2,family
6169,my family makes me so uncomfortable.,Family Issues,2,family
6170,See how horribly upset I get when I can't escape my house?,Emotional Turmoil,6,unknown
6171,Found out I need surgery next week to remove what is causing the pain.,"Health, Fatigue, or Physical Pain",3,health
6172,smaka had problems with his baby i think.,Family Issues,2,family
6173,I'm in so much trouble with my mom.,Family Issues,2,family
6174,"Work has been rough this week, started out the week with having to tell family that we didn't have a room for them because CP over booked us.",Work,1,work
6175,"My parents are fighting, we don't do ANYTHING as a family anymore and that pisses me off.",Family Issues,2,family
6176,"my dad is sick again.. BLAH,i feel bad for him..",Family Issues,2,family
6177,Things are not going well with my Uncle.,Family Issues,2,family
6178,"with all that my nieces and nephews are going through, I just don't have the heart to tell them that they can't bring their pets.",Family Issues,2,family
6180,"My parents keep telling me to not play, and I really agree, but it is so hard!",Family Issues,2,family
6181,I fear that my parents will leave me and I will not have the stability that I finally reached with my family.,Family Issues,2,family
6182,Mom and dad weren't going to let that work.,Family Issues,2,family
6183,I can't talk to my parents about my deep feelings.,Family Issues,2,family
6184,My dad is all sick like.,Family Issues,2,family
6185,His dad hurt him very badly.,Family Issues,2,family
6186,"I won't get into it, but things with my Dad aren't going well.",Family Issues,2,family
6187,"All I ever wanted to do was help, so when I constantly had to be pushed aside because she was always under so much stress, it kinda stressed ME out.",Social Relationships,4,friends
6188,Today my little brother got into a fight.,Family Issues,2,family
6189,Brian called and for some reason I feel like he does not like to talk as long as he used to.,Social Relationships,4,friends
6190,my mom is really bothering me.,Family Issues,2,family
6191,my dad is very upset about it and since everything went down mine and my father's relationship really went down hill and things have been extra crazy since then.,Family Issues,2,family
6192,"Even, both of my grandparents are so worried about me have been calling me almost everyday to check whether I'm feeling better and stuff. ""","Health, Fatigue, or Physical Pain",3,health
6193,ahh i am getting so sick of dealing with my mom each day.,Family Issues,2,family
6194,my grandpa is really really sick.,Family Issues,2,family
6195,idk i hate to say anything because his moms always on his case about it and it really gets him down.,Family Issues,2,family
6196,i hate that i haven't seen my family in over a week.,Family Issues,2,family
6197,"No matter what I know, it's hard to have it happen to my Mom, you know?",Family Issues,2,family
6198,my moms mad at me this sucks.,Family Issues,2,family
6199,"All hell breaks loose, my mom starts screaming at my sister about how she's an idiot, and my sister is sobbing.",Family Issues,2,family
6200,Right now my family is in such finacial trouble..it's just not possible.,Financial Problem,5,finance
